RoadID,LocationX,LocationY,MileageID_k,MileageID_m,NearestETagGantryID,NearestStationId,RoadDirection
000010,121.7345579,25.121817502234219,000,000,01F0005N,466940,N
000010,121.7345578965008,25.121117527808021,000,100,01F0005N,466940,N
000010,121.7339078478899,25.120437554826768,000,200,01F0005N,466940,N
000010,121.7332477994921,25.119767583180579,000,300,01F0005N,466940,N
000010,121.73253775364689,25.119127614594511,000,400,01F0005N,466940,N
000010,121.7318377075154,25.118497645472409,000,500,01F0005N,466940,N
000010,121.731117663393,25.117887677714329,000,600,01F0005N,466940,N
000010,121.7303776202768,25.11728771098155,000,700,01F0005N,466940,N
000010,121.7296975732169,25.11663774090275,000,800,01F0005N,466940,N
000010,121.7291175204833,25.115907762792169,000,900,01F0005N,466940,N
000010,121.72862746494771,25.11512777838437,001,000,01F0005N,466940,N
000010,121.72817740763939,25.11432779,001,100,01F0005N,466940,N
000010,121.72776734970461,25.11351780255994,001,200,01F0005N,466940,N
000010,121.72740728981169,25.112677810570911,001,300,01F0005N,466940,N
000010,121.72707722925389,25.111827815702469,001,400,01F0005N,466940,N
000010,121.72672716895261,25.110987822323128,001,500,01F0005N,466940,N
000010,121.7263771080257,25.1101378287721,001,600,01F0005N,466940,N
000010,121.72602704769091,25.109297836091471,001,700,01F0017N,466940,N
000010,121.7256869876699,25.108457842218151,001,800,01F0017N,466940,N
000010,121.7253469289718,25.107627848364341,001,900,01F0017N,466940,N
000010,121.7249968678891,25.106777854452488,002,000,01F0017N,466940,N
000010,121.7246468087108,25.105947861492709,002,100,01F0017N,466940,N
000010,121.7241667519594,25.105157877077719,002,200,01F0017N,466940,N
000010,121.7235467013415,25.104457902172111,002,300,01F0017N,466940,N
000010,121.7228066596236,25.103877936204551,002,400,01F0017N,466940,N
000010,121.7219366279447,25.10344798031085,002,500,01F0017N,466940,N
000010,121.7209966056643,25.10314803020497,002,600,01F0017N,466940,N
000010,121.7200365895351,25.102928083380391,002,700,01F0017N,466940,N
000010,121.719076573728,25.10271813668578,002,800,01F0017N,466940,N
000010,121.7181065573335,25.102498190510971,002,900,01F0029N,466940,N
000010,121.7171565408545,25.102288242427068,003,000,01F0029N,466940,N
000010,121.71618652484059,25.10207829629698,003,100,01F0029N,466940,N
000010,121.7152265092073,25.1018583496007,003,200,01F0029N,466940,N
000010,121.71426649250679,25.101648402147131,003,300,01F0029N,466940,N
000010,121.713296476688,25.101428455775579,003,400,01F0029N,466940,N
000010,121.7123364604564,25.101218509239828,003,500,01F0029N,466940,N
000010,121.71138644214641,25.1009785605156,003,600,01F0029N,466940,N
000010,121.7104664170522,25.10063860984361,003,700,01F0029N,466940,N
000010,121.7095963857969,25.100208653342271,003,800,01F0029N,466940,N
000010,121.7087963470338,25.099678691870722,003,900,01F0029N,466940,N
000010,121.7080663029933,25.0990687249345,004,000,01F0029N,466940,N
000010,121.70735625737539,25.098438756134339,004,100,01F0029N,466940,N
000010,121.70656621849071,25.097898793925,004,200,01F0029N,466940,N
000010,121.7057361839057,25.09741883509275,004,300,01F0029N,466940,N
000010,121.7048161597521,25.097088883809391,004,400,01F0029N,466940,N
000010,121.7038361513157,25.096988939719289,004,500,01F0029N,466940,N
000010,121.7028461556414,25.09705899882967,004,600,01F0029N,466940,N
000010,121.701856162458,25.097179059185631,004,700,01F0029N,466940,N
000010,121.7008761648942,25.097219117990509,004,800,01F0029N,466940,N
000010,121.69990615221791,25.097059172123291,004,900,01F0029N,466940,N
000010,121.69901612291279,25.09665921814198,005,000,01F0029N,466940,N
000010,121.6982760804177,25.096069251724469,005,100,01F0029N,466940,N
000010,121.6977060266012,25.0953292735943,005,200,01F0029N,466940,N
000010,121.6972959686822,25.09451928407962,005,300,01F0029N,466940,N
000010,121.6969959076438,25.093659287699019,005,400,01F0029N,466940,N
000010,121.69669584598471,25.09279929054544,005,500,01F0029N,466940,N
000010,121.6963957847062,25.0919392944198,005,600,01F0029N,466940,N
000010,121.6960957237979,25.091079297516611,005,700,01F0029N,466940,N
000010,121.6957956633531,25.09023930102331,005,800,01F0029N,466940,N
000010,121.69542560434751,25.0894093097151,005,900,01F0029N,466940,N
000010,121.69486555056049,25.08866933011409,006,000,01F0029N,466940,N
000010,121.6941055095554,25.08809936555371,006,100,01F0061N,466940,N
000010,121.6932254795955,25.087689410169371,006,200,01F0061N,466940,N
000010,121.692265462543,25.087459463347461,006,300,01F0061N,466940,N
000010,121.6913054456591,25.08723951581452,006,400,01F0061N,466940,N
000010,121.69034542970979,25.087029569377449,006,500,01F0061N,466940,N
000010,121.68938541343491,25.086809621929881,006,600,01F0061N,466940,N
000010,121.6884153973278,25.086599675937851,006,700,01F0061N,466940,N
000010,121.6874553813868,25.086399728830351,006,800,01F0061N,466940,N
000010,121.68648536688281,25.086199782891061,006,900,01F0061N,466940,N
000010,121.68551535144719,25.0859998368756,007,000,01F0061N,466940,N
000010,121.6845553356269,25.085799889788071,007,100,01F0061N,466940,N
000010,121.6835853233711,25.08562994415864,007,200,01F0061N,466940,N
000010,121.6825953171093,25.085560000918651,007,300,01F0061N,466940,N
000010,121.6815953137796,25.085530059728239,007,400,01F0061N,466940,N
000010,121.68060531033829,25.085500117382459,007,500,01F0061N,466940,N
000010,121.67961530654949,25.085460175475561,007,600,01F0061N,466940,N
000010,121.67863530218381,25.085410232507719,007,700,01F0061N,466940,N
000010,121.67764529480471,25.0853202892201,007,800,01F0061N,466940,N
000010,121.6766752811144,25.0851503433272,007,900,01F0061N,466940,N
000010,121.67571526421069,25.084920395922541,008,000,01F0061N,466940,N
000010,121.6747752419584,25.084630446849761,008,100,01F0061N,466940,N
000010,121.67385521804709,25.084300494999521,008,200,01F0061N,466940,N
000010,121.6729651893685,25.083910541070619,008,300,01F0061N,466940,N
000010,121.67209515667081,25.083470585005561,008,400,01F0061N,466940,N
000010,121.6712451238464,25.083010627671509,008,500,01F0061N,466940,N
000010,121.6704050888118,25.082530669451138,008,600,01F0061N,466940,N
000010,121.6695850512546,25.082020708533658,008,700,01F0061N,466940,N
000010,121.6687750137483,25.08151074843175,008,800,01F0061N,466940,N
000010,121.6679649777064,25.081010787561109,008,900,01F0061N,466940,N
000010,121.66714494045971,25.08050082717088,09,000,01F0061N,466940,N
